 	Area	Mean	Min	Max
275	344064	768.324	633	4095
276	344064	768.919	628	4095
277	344064	769.154	632	4095
278	344064	769.212	634	4095
279	344064	771.882	635	4095
280	344064	770.119	630	4095
281	344064	770.467	634	4095
282	344064	771.210	625	4095
283	344064	770.370	634	4095
284	344064	772.711	624	4095
285	344064	772.347	637	4095
286	344064	771.882	637	4095
287	344064	776.294	642	4095
288	344064	770.656	637	4095
289	344064	771.331	635	4095
290	344064	773.680	627	4095
291	344064	771.748	640	4095
292	344064	773.146	633	4095
293	344064	772.047	636	4095
294	344064	772.992	620	4095
295	344064	853.332	584	4095
296	344064	854.373	571	4095
297	344064	854.874	583	4095
298	344064	855.676	582	4095
299	344064	857.249	586	4095
300	344064	706.555	466	4095
301	344064	706.661	463	4095
302	344064	706.322	460	4095
303	344064	706.357	463	4095
304	344064	706.100	460	4095
305	344064	466.474	331	4095
306	344064	465.664	331	4043
307	344064	466.042	332	3678
308	344064	465.540	333	3471
309	344064	465.665	331	3405
310	344064	383.846	288	2315
311	344064	383.977	290	2320
312	344064	384.248	288	2257
313	344064	383.826	287	2317
314	344064	383.736	289	2424
315	344064	353.871	287	3568
316	344064	353.711	288	3671
317	344064	353.716	291	4061
318	344064	352.661	289	4095
319	344064	352.367	290	4095
320	344064	351.909	284	4095
321	344064	351.157	288	4095
322	344064	350.094	289	4095
323	344064	349.585	286	4095
324	344064	580.737	418	4095
325	344064	678.820	480	4095
326	344064	717.704	506	4095
327	344064	741.463	514	4095
328	344064	756.764	525	4095
329	344064	768.412	530	4095
330	344064	778.359	534	4095
331	344064	785.417	546	4095
332	344064	794.176	546	4095
333	344064	800.118	553	4095
334	344064	803.513	558	4095
335	344064	806.563	551	4095
336	344064	809.673	561	4095
337	344064	811.527	561	4095
338	344064	814.255	561	4095
339	344064	815.168	547	4095
340	344064	816.314	561	4095
341	344064	816.222	566	4095
342	344064	817.068	563	4095
343	344064	817.875	556	4095
344	344064	818.031	566	4095
345	344064	818.729	557	4095
346	344064	820.474	561	4095
347	344064	819.684	549	4095
348	344064	819.943	560	4095
349	344064	820.121	563	4095
350	344064	821.161	565	4095
351	344064	821.614	562	4095
352	344064	820.870	566	4095
353	344064	822.956	571	4095
354	344064	824.087	561	4095
355	344064	825.201	564	4095
356	344064	827.575	557	4095
357	344064	824.551	568	4095
358	344064	824.506	568	4095
359	344064	824.137	561	4095
360	344064	827.180	565	4095
361	344064	826.686	557	4095
362	344064	828.214	565	4095
363	344064	828.181	571	4095
364	344064	828.606	565	4095
365	344064	828.853	568	4095
366	344064	827.850	568	4095
367	344064	829.331	562	4095
368	344064	828.419	560	4095
369	344064	828.948	567	4095
370	344064	829.808	563	4095
371	344064	830.291	570	4095
372	344064	829.806	565	4095
373	344064	830.098	565	4095
374	344064	830.291	561	4095
375	344064	830.720	565	4095
376	344064	830.820	568	4095
377	344064	833.362	569	4095
378	344064	833.651	573	4095
379	344064	832.094	569	4095
380	344064	832.433	570	4095
381	344064	832.218	570	4095
382	344064	833.179	572	4095
383	344064	833.810	567	4095
384	344064	833.328	565	4095
385	344064	837.212	566	4095
386	344064	831.974	569	4095
387	344064	832.758	570	4095
388	344064	833.898	575	4095
389	344064	833.210	571	4095
390	344064	835.372	570	4095
391	344064	833.244	567	4095
392	344064	834.098	570	4095
393	344064	835.086	647	4095
394	344064	836.836	651	4095
395	344064	838.143	638	4095
396	344064	838.028	650	4095
397	344064	838.706	654	4095
398	344064	684.764	549	4095
399	344064	684.499	552	4095
400	344064	683.731	553	4095
401	344064	684.315	553	4095
402	344064	683.705	550	4095
403	344064	456.927	391	4095
404	344064	456.162	388	4095
405	344064	456.545	391	4095
406	344064	456.029	385	4095
407	344064	456.640	387	4095
408	344064	378.290	329	4095
409	344064	378.491	329	4095
410	344064	378.713	329	4095
411	344064	378.439	324	4095
412	344064	378.082	328	4095
413	344064	349.819	291	4095
414	344064	349.742	290	4095
415	344064	350.075	291	4095
416	344064	348.838	291	4095
417	344064	348.403	294	4095
418	344064	347.890	285	4095
419	344064	347.019	292	4095
420	344064	345.957	291	4095
421	344064	345.395	290	4095
422	344064	567.140	449	4095
423	344064	659.379	517	4095
424	344064	697.078	540	4095
425	344064	719.953	559	4095
426	344064	734.839	569	4095
427	344064	747.952	578	4095
428	344064	759.278	586	4095
429	344064	764.261	596	4095
430	344064	772.570	602	4095
431	344064	777.558	596	4095
432	344064	781.810	600	4095
433	344064	784.629	602	4095
434	344064	788.121	601	4095
435	344064	790.382	611	4095
436	344064	792.350	609	4095
437	344064	793.005	612	4095
438	344064	794.544	602	4095
439	344064	794.408	616	4095
440	344064	795.065	609	4095
441	344064	794.645	602	4095
442	344064	795.163	594	4095
443	344064	796.698	613	4095
444	344064	797.384	619	4095
445	344064	799.352	613	4095
446	344064	797.022	615	4095
447	344064	797.922	617	4095
448	344064	798.456	597	4095
449	344064	799.213	609	4095
450	344064	799.912	614	4095
451	344064	800.186	606	4095
452	344064	801.129	614	4095
453	344064	802.018	617	4095
454	344064	803.882	621	4095
455	344064	802.969	618	4095
456	344064	802.052	618	4095
457	344064	801.096	604	4095
458	344064	803.794	626	4095
459	344064	804.056	617	4095
460	344064	804.917	623	4095
461	344064	805.104	626	4095
462	344064	805.762	610	4095
463	344064	805.652	617	4095
464	344064	804.885	621	4095
465	344064	806.559	627	4095
466	344064	805.922	627	4095
467	344064	806.362	626	4095
468	344064	806.711	623	4095
469	344064	807.030	625	4095
470	344064	807.222	622	4095
471	344064	807.047	620	4095
472	344064	806.725	620	4095
473	344064	807.204	612	4095
474	344064	808.184	624	4095
475	344064	809.636	620	4095
476	344064	812.819	625	4095
477	344064	808.589	622	4095
478	344064	808.684	627	4095
479	344064	808.518	620	4095
480	344064	809.616	624	4095
481	344064	810.268	629	4095
482	344064	810.075	626	4095
483	344064	812.914	631	4095
484	344064	809.111	625	4095
485	344064	809.624	618	4095
486	344064	810.300	622	4095
487	344064	809.890	612	4095
488	344064	812.681	617	4095
489	344064	810.148	626	4095
490	344064	810.829	618	4095
491	344064	793.366	601	4095
492	344064	794.226	588	4095
493	344064	795.429	599	4095
494	344064	795.383	598	4095
495	344064	796.253	601	4095
496	344064	642.269	508	4095
497	344064	642.431	513	4095
498	344064	641.480	508	4095
499	344064	642.145	504	4095
500	344064	640.812	508	4095
501	344064	440.977	359	2794
502	344064	440.712	360	2860
503	344064	440.970	361	2810
504	344064	440.590	360	2785
505	344064	440.926	366	2777
506	344064	369.325	313	1881
507	344064	369.388	313	1904
508	344064	369.550	309	1868
509	344064	369.773	314	1890
510	344064	369.046	313	1902
511	344064	342.730	283	2146
512	344064	342.511	283	2031
513	344064	342.517	286	2008
514	344064	341.704	285	2008
515	344064	341.232	282	2017
516	344064	340.574	284	2028
517	344064	339.878	283	2047
518	344064	338.922	283	2064
519	344064	338.379	281	2051
520	344064	504.092	394	4095
521	344064	600.527	458	4095
522	344064	641.438	487	4095
523	344064	665.422	510	4095
524	344064	682.702	523	4095
525	344064	695.973	529	4095
526	344064	706.554	537	4095
527	344064	713.834	546	4095
528	344064	722.051	549	4095
529	344064	728.269	555	4095
530	344064	732.661	558	4095
531	344064	736.036	561	4095
532	344064	739.642	563	4095
533	344064	742.132	564	4095
534	344064	744.241	566	4095
535	344064	744.896	563	4095
536	344064	747.582	570	4095
537	344064	746.676	570	4095
538	344064	747.102	568	4095
539	344064	747.679	560	4095
540	344064	748.068	569	4095
541	344064	749.161	570	4095
542	344064	749.828	569	4095
543	344064	754.203	573	4095
544	344064	749.928	572	4095
545	344064	750.450	571	4095
546	344064	751.725	570	4095
547	344064	752.256	569	4095
548	344064	752.705	567	4095
549	344064	753.013	572	4095
550	344064	754.036	572	4095
551	344064	755.503	573	4095
552	344064	756.839	575	4095
553	344064	757.182	567	4095
554	344064	755.468	574	4095
555	344064	755.259	570	4095
556	344064	757.723	579	4095
557	344064	757.994	578	4095
558	344064	758.525	566	4095
559	344064	761.011	578	4095
560	344064	759.415	577	4095
561	344064	759.479	576	4095
562	344064	759.020	576	4095
563	344064	760.427	580	4095
564	344064	759.685	576	4095
565	344064	761.550	576	4095
566	344064	760.853	578	4095
567	344064	761.206	576	4095
568	344064	761.491	581	4095
569	344064	762.467	579	4095
570	344064	761.585	581	4095
571	344064	761.812	572	4095
572	344064	762.105	579	4095
573	344064	763.978	570	4095
574	344064	767.883	584	4095
575	344064	763.079	575	4095
576	344064	763.108	578	4095
577	344064	764.478	579	4095
578	344064	764.755	581	4095
579	344064	764.607	578	4095
580	344064	764.301	583	4095
581	344064	766.414	581	4095
582	344064	763.553	577	4095
583	344064	764.198	582	4095
584	344064	764.640	579	4095
585	344064	764.525	582	4095
586	344064	767.221	585	4095
587	344064	764.878	584	4095
588	344064	765.332	579	4095
589	344064	874.905	552	4095
590	344064	876.217	549	4095
591	344064	877.184	544	4095
592	344064	877.017	551	4095
593	344064	877.377	537	4095
594	344064	698.630	475	4095
595	344064	698.598	473	4095
596	344064	697.737	470	4095
597	344064	698.219	471	4095
598	344064	696.685	476	4095
599	344064	467.749	340	4095
600	344064	467.060	336	4095
601	344064	467.475	342	4095
602	344064	467.032	341	4095
603	344064	467.482	333	4095
604	344064	386.178	296	3117
605	344064	386.273	298	3204
606	344064	386.424	289	3054
607	344064	386.173	293	3001
608	344064	385.810	293	3127
609	344064	363.530	277	3292
610	344064	362.348	279	3246
611	344064	362.325	277	3155
612	344064	361.354	280	3108
613	344064	361.003	277	3201
614	344064	360.175	275	3379
615	344064	358.938	280	3280
616	344064	358.257	282	3509
617	344064	357.542	284	3049
618	344064	469.835	355	4095
619	344064	507.558	377	4095
620	344064	519.548	394	4095
621	344064	526.139	399	4095
622	344064	530.700	405	4095
623	344064	534.663	403	4095
624	344064	540.865	410	4095
625	344064	539.961	409	4095
626	344064	543.131	409	4095
627	344064	544.732	416	4095
628	344064	546.109	416	4095
629	344064	546.138	410	4095
630	344064	546.749	412	4095
631	344064	547.157	420	4095
632	344064	547.207	414	4095
633	344064	546.084	414	4095
634	344064	546.280	411	4095
635	344064	545.166	416	4095
636	344064	544.803	412	4095
637	344064	544.126	414	4095
638	344064	543.680	409	4095
639	344064	544.646	415	4095
640	344064	543.442	410	4095
641	344064	545.638	416	4095
642	344064	542.543	404	4095
643	344064	542.436	413	4095
644	344064	542.509	409	4095
645	344064	542.893	409	4095
646	344064	542.223	412	4095
647	344064	542.416	411	4095
648	344064	542.306	412	4095
649	344064	543.195	411	4095
650	344064	543.271	412	4095
651	344064	543.038	411	4095
652	344064	542.361	406	4095
653	344064	541.704	405	4095
654	344064	543.020	416	4095
655	344064	543.063	405	4095
656	344064	542.844	411	4095
657	344064	543.779	411	4095
658	344064	542.949	407	4095
659	344064	542.729	411	4095
660	344064	542.230	408	4095
661	344064	542.856	409	4095
662	344064	542.531	411	4095
663	344064	543.147	407	4095
664	344064	542.985	408	4095
665	344064	542.561	414	4095
666	344064	542.534	404	4095
667	344064	542.742	407	4095
668	344064	542.379	413	4095
669	344064	542.324	410	4095
670	344064	542.599	412	4095
671	344064	543.068	411	4095
672	344064	545.417	414	4095
673	344064	542.710	408	4095
674	344064	542.611	407	4095
675	344064	542.623	406	4095
676	344064	542.838	411	4095
677	344064	542.646	410	4095
678	344064	543.008	412	4095
679	344064	543.551	412	4095
680	344064	542.121	412	4095
681	344064	541.991	410	4095
682	344064	542.041	415	4095
683	344064	542.247	409	4095
684	344064	543.665	408	4095
685	344064	542.753	408	4095
686	344064	542.249	409	4095
687	344064	832.624	666	4095
688	344064	834.278	676	4095
689	344064	834.769	675	4095
690	344064	834.614	671	4095
691	344064	835.241	681	4095
692	344064	712.148	578	4095
693	344064	711.695	576	4095
694	344064	710.452	570	4095
695	344064	711.232	575	4095
696	344064	710.200	567	4095
697	344064	469.257	393	2747
698	344064	468.918	396	2741
699	344064	469.357	394	2576
700	344064	468.883	396	2621
701	344064	469.274	398	2595
702	344064	386.479	328	1752
703	344064	386.682	336	1721
704	344064	386.699	333	1695
705	344064	386.722	333	1658
706	344064	386.431	337	1702
707	344064	352.075	310	2613
708	344064	351.226	308	2601
709	344064	351.130	306	2798
710	344064	350.366	304	2999
711	344064	350.090	303	3032
712	344064	349.317	305	2532
713	344064	348.587	306	2860
714	344064	347.533	304	2850
715	344064	346.989	302	2664
716	344064	472.122	395	4095
717	344064	497.217	413	4095
718	344064	505.495	419	4095
719	344064	510.289	413	4095
720	344064	513.744	427	4095
721	344064	516.652	422	4095
722	344064	520.214	429	4095
723	344064	520.898	433	4095
724	344064	523.193	435	4095
725	344064	524.618	431	4095
726	344064	525.665	439	4095
727	344064	525.503	436	4095
728	344064	526.697	427	4095
729	344064	526.652	432	4095
730	344064	526.630	437	4095
731	344064	525.801	434	4095
732	344064	526.076	433	4095
733	344064	524.831	438	4095
734	344064	524.604	433	4095
735	344064	523.835	424	4095
736	344064	523.434	422	4095
737	344064	525.137	438	4095
738	344064	523.307	436	4095
739	344064	524.416	434	4095
740	344064	522.254	425	4095
741	344064	522.023	425	4095
742	344064	522.455	430	4095
743	344064	522.394	423	4095
744	344064	522.653	433	4095
745	344064	521.712	426	4095
746	344064	521.891	423	4095
747	344064	522.624	435	4095
748	344064	522.682	428	4095
749	344064	522.184	433	4095
750	344064	521.682	426	4095
751	344064	521.202	422	4095
752	344064	522.313	431	4095
753	344064	522.393	434	4095
754	344064	522.412	433	4095
755	344064	522.708	433	4095
756	344064	522.599	433	4095
757	344064	523.117	432	4095
758	344064	521.803	427	4095
759	344064	524.711	433	4095
760	344064	522.076	431	4095
761	344064	522.473	430	4095
762	344064	522.282	424	4095
763	344064	522.535	436	4095
764	344064	521.768	433	4095
765	344064	521.893	429	4095
766	344064	521.545	432	4095
767	344064	521.786	433	4095
768	344064	521.956	429	4095
769	344064	522.623	431	4095
770	344064	524.036	436	4095
771	344064	522.072	435	4095
772	344064	523.537	431	4095
773	344064	522.138	431	4095
774	344064	522.130	432	4095
775	344064	522.002	427	4095
776	344064	522.112	425	4095
777	344064	522.421	428	4095
778	344064	521.373	433	4095
779	344064	521.414	429	4095
780	344064	521.492	433	4095
781	344064	521.681	424	4095
782	344064	522.807	431	4095
783	344064	521.575	436	4095
784	344064	521.842	438	4095
785	344064	828.954	534	4095
786	344064	830.211	542	4095
787	344064	831.047	542	4095
788	344064	831.131	534	4095
789	344064	831.783	533	4095
790	344064	689.410	448	4095
791	344064	689.514	438	4095
792	344064	689.081	443	4095
793	344064	689.199	440	4095
794	344064	687.856	443	4095
795	344064	454.906	327	4095
796	344064	454.536	327	4095
797	344064	455.155	322	4095
798	344064	454.640	322	4095
799	344064	454.919	327	4095
800	344064	376.510	284	3998
801	344064	376.777	286	3953
802	344064	376.794	286	3978
803	344064	376.818	286	3955
804	344064	376.557	286	3980
805	344064	350.563	287	3816
806	344064	350.260	286	3729
807	344064	349.912	285	3994
808	344064	349.166	292	4095
809	344064	348.903	284	3731
810	344064	348.676	289	3930
811	344064	347.458	289	3962
812	344064	346.850	285	4095
813	344064	346.248	288	4095
814	344064	475.765	352	4095
815	344064	495.582	366	4095
816	344064	503.280	370	4095
817	344064	506.771	374	4095
818	344064	509.254	376	4095
819	344064	511.977	369	4095
820	344064	515.269	378	4095
821	344064	516.345	376	4095
822	344064	517.685	380	4095
823	344064	518.953	379	4095
824	344064	519.845	380	4095
825	344064	519.898	384	4095
826	344064	520.966	376	4095
827	344064	520.755	379	4095
828	344064	524.256	384	4095
829	344064	520.294	378	4095
830	344064	519.989	375	4095
831	344064	519.160	383	4095
832	344064	518.762	377	4095
833	344064	518.134	375	4095
834	344064	517.800	380	4095
835	344064	519.827	384	4095
836	344064	517.492	378	4095
837	344064	517.930	376	4095
838	344064	516.556	369	4095
839	344064	516.240	377	4095
840	344064	516.536	373	4095
841	344064	516.157	380	4095
842	344064	516.741	382	4095
843	344064	517.277	378	4095
844	344064	516.070	377	4095
845	344064	516.561	375	4095
846	344064	516.096	373	4095
847	344064	516.392	372	4095
848	344064	515.912	374	4095
849	344064	515.415	377	4095
850	344064	516.650	372	4095
851	344064	516.385	375	4095
852	344064	516.516	377	4095
853	344064	516.936	374	4095
854	344064	517.563	378	4095
855	344064	516.526	377	4095
856	344064	515.675	371	4095
857	344064	517.195	378	4095
858	344064	515.928	376	4095
859	344064	516.296	377	4095
860	344064	516.110	375	4095
861	344064	516.020	375	4095
862	344064	515.893	375	4095
863	344064	515.503	376	4095
864	344064	515.602	375	4095
865	344064	515.720	378	4095
866	344064	515.558	372	4095
867	344064	516.529	381	4095
868	344064	517.095	377	4095
869	344064	516.026	376	4095
870	344064	516.954	380	4095
871	344064	515.914	378	4095
872	344064	515.994	381	4095
873	344064	515.931	370	4095
874	344064	516.063	376	4095
875	344064	516.012	377	4095
876	344064	515.235	368	4095
877	344064	515.018	375	4095
878	344064	515.091	374	4095
879	344064	515.293	378	4095
880	344064	517.490	371	4095
881	344064	515.395	375	4095
882	344064	515.361	377	4095
883	344064	805.188	536	4095
884	344064	805.498	529	4095
885	344064	806.128	525	4095
886	344064	806.441	529	4095
887	344064	806.187	531	4095
888	344064	686.838	490	4095
889	344064	686.649	488	4095
890	344064	685.839	497	4095
891	344064	685.752	488	4095
892	344064	685.326	497	4095
893	344064	454.319	353	3157
894	344064	453.976	356	3269
895	344064	454.384	354	3538
896	344064	454.393	355	3323
897	344064	454.577	350	3420
898	344064	376.730	306	2065
899	344064	376.996	308	2110
900	344064	377.022	312	2142
901	344064	377.105	311	2061
902	344064	376.796	309	2051
903	344064	346.593	289	1966
904	344064	346.061	287	2045
905	344064	345.806	288	2226
906	344064	345.333	289	2190
907	344064	345.017	288	2164
908	344064	344.571	287	2007
909	344064	343.530	286	2371
910	344064	342.885	287	2277
911	344064	342.464	287	2214
912	344064	463.042	354	4095
913	344064	484.989	365	4095
914	344064	494.465	376	4095
915	344064	497.086	378	4095
916	344064	499.899	381	4095
917	344064	502.244	380	4095
918	344064	505.780	382	4095
919	344064	506.648	379	3866
920	344064	508.632	385	3981
921	344064	509.884	381	3912
922	344064	510.946	379	3427
923	344064	510.922	382	3840
924	344064	511.830	385	4095
925	344064	511.962	385	4095
926	344064	514.919	387	4095
927	344064	511.929	380	4095
928	344064	511.098	384	4095
929	344064	510.289	384	4095
930	344064	510.090	381	4095
931	344064	509.245	383	4095
932	344064	509.055	383	4095
933	344064	510.521	382	4095
934	344064	508.446	378	4095
935	344064	508.945	377	4095
936	344064	508.220	380	4095
937	344064	507.687	384	4095
938	344064	507.939	382	4095
939	344064	507.677	381	4095
940	344064	507.683	382	4095
941	344064	507.917	386	4095
942	344064	507.987	378	4095
943	344064	508.050	383	4095
944	344064	508.052	385	4095
945	344064	507.858	384	4095
946	344064	507.177	381	4095
947	344064	506.887	376	4095
948	344064	508.211	383	4095
949	344064	507.935	380	4095
950	344064	508.028	374	4095
951	344064	508.286	383	4095
952	344064	508.749	375	4095
953	344064	508.140	381	4095
954	344064	507.321	385	4095
955	344064	508.221	381	4095
956	344064	507.676	380	4095
957	344064	507.646	382	4095
958	344064	510.018	380	4095
959	344064	507.707	381	4095
960	344064	507.578	382	4095
961	344064	507.198	381	4095
962	344064	507.523	383	4095
963	344064	507.149	382	4095
964	344064	507.542	381	4095
965	344064	508.045	382	4095
966	344064	508.777	385	4095
967	344064	507.695	381	4095
968	344064	508.350	380	4095
969	344064	507.656	376	4095
970	344064	507.810	381	4095
971	344064	507.603	380	4095
972	344064	507.824	382	4095
973	344064	507.574	378	4095
974	344064	506.959	383	4095
975	344064	506.712	381	4095
976	344064	507.401	379	4095
977	344064	507.031	379	4095
978	344064	508.971	383	4095
979	344064	507.374	384	4095
980	344064	507.329	382	4095
981	344064	855.954	705	4095
982	344064	856.761	716	4095
983	344064	857.947	718	4095
984	344064	857.861	708	4095
985	344064	857.789	714	4095
986	344064	726.485	549	2733
987	344064	726.117	548	2827
988	344064	725.684	546	2726
989	344064	725.161	543	2652
990	344064	724.680	550	2812
991	344064	478.326	385	1417
992	344064	477.552	385	1394
993	344064	477.765	383	1321
994	344064	477.660	380	1356
995	344064	478.103	383	1350
996	344064	393.318	321	821
997	344064	392.882	325	807
998	344064	393.706	325	849
