20.798,20.911,21.134,20.854,20.837,20.834,20.569,21.205,20.747,21.061,21.176,21.042,21.099,20.982,20.799,20.768,20.898,20.995,20.875,20.591,20.593,20.522,20.956,20.858
21.071,21.153,21.302,20.998,21.008,20.975,20.809,21.346,21.005,21.283,21.408,21.298,21.326,21.17,20.931,20.922,21.011,21.132,21.058,20.752,20.769,20.724,21.137,21.129
21.334,21.356,21.537,21.204,21.218,21.171,20.942,21.551,21.134,21.423,21.51,21.426,21.475,21.321,20.981,20.998,21.152,21.287,21.171,20.838,20.834,20.87,21.248,21.298
21.534,21.434,21.601,21.303,21.33,21.283,21.083,21.658,21.263,21.514,21.638,21.579,21.638,21.439,21.173,21.181,21.307,21.44,21.357,21.051,21.078,21.039,21.42,21.454
11.854,5.9311,4.1056,2.8784,2.7844,3.8249,7.0931,7.2848,6.1033,6.9001,8.8949,12.341,15.739,12.857,10.741,10.377,11.02,12.032,21.475,21.161,21.207,21.24,21.602,21.614
4.1251,2.2087,1.8001,1.2943,1.2672,1.5139,4.9921,5.9558,5.1453,5.7328,6.6158,8.0541,12.983,11.275,10.004,9.8912,10.325,10.868,21.593,21.25,21.321,21.396,21.747,21.761
2.1501,1.4084,1.2301,0.89849,0.88324,1.0076,4.4832,5.579,4.8216,5.3001,5.8785,6.6138,12.005,10.81,9.7461,9.6793,10.108,10.461,21.612,21.259,21.314,21.423,21.754,21.787
1.4762,1.0555,0.94012,0.6962,0.69027,0.77731,4.2294,5.3729,4.6826,5.187,5.6881,6.1838,11.687,10.638,9.6236,9.5588,9.8936,10.217,21.515,21.237,21.262,21.263,21.59,21.681
1.1515,0.85317,0.78402,0.57882,0.57773,0.63411,4.0636,5.2296,4.5865,5.0687,5.5151,5.865,11.443,10.503,9.5221,9.4562,9.8652,10.137,21.532,21.21,21.251,21.334,21.665,21.701
0.95881,0.72255,0.67336,0.49542,0.48601,0.53493,3.9257,5.1122,4.4837,4.9723,5.3662,5.6413,11.227,10.38,9.4165,9.4168,9.7766,10.016,21.448,21.109,21.145,21.242,21.561,21.558
0.8092,0.61348,0.57874,0.42792,0.41182,0.46174,3.7207,4.9723,4.363,4.8308,5.2267,5.4451,11.015,10.216,9.2772,9.2816,9.6457,9.7719,21.263,20.937,20.98,20.993,21.396,21.384
0.71248,0.5373,0.51322,0.38198,0.38055,0.41414,3.7498,4.9459,4.3243,4.7968,5.1495,5.3269,10.89,10.092,9.202,9.1888,9.5287,9.7088,21.087,20.746,20.782,20.838,21.244,21.203
0.6261,0.46907,0.43619,0.32707,0.33017,0.36291,3.6489,4.8584,4.2767,4.7199,5.0502,5.1815,10.71,9.9826,8.9033,9.0143,9.3662,9.5638,20.929,20.593,20.641,20.687,21.082,21.043
0.56209,0.41557,0.40112,0.29109,0.30093,0.3258,3.5992,4.805,4.2322,4.6721,4.9814,5.0558,10.619,9.8984,8.9929,9.034,9.3446,9.5064,20.855,20.524,20.585,20.634,21.033,21.034
0.51465,0.36678,0.3639,0.27098,0.27657,0.30041,3.557,4.7661,4.2012,4.632,4.9339,4.9618,10.509,9.8122,8.951,8.9638,9.2996,9.4434,20.813,20.486,20.544,20.603,20.969,20.926
0.47737,0.34048,0.34072,0.25317,0.26071,0.28133,3.5561,4.7721,4.1994,4.6329,4.8799,4.8792,10.469,9.7835,8.9362,8.9615,9.2538,9.4022,20.767,20.458,20.47,20.561,20.882,20.929
0.44426,0.30669,0.31215,0.23527,0.24136,0.26135,3.5376,4.7281,4.1626,4.5989,4.8618,4.8377,10.467,9.7894,8.942,8.9453,9.2725,9.3859,20.888,20.605,20.657,20.726,21.083,21.117
0.41796,0.29017,0.2938,0.22472,0.229,0.2478,3.5253,4.7297,4.1699,4.5939,4.8453,4.806,10.391,9.6662,8.8588,8.929,9.2347,9.343,20.927,20.56,20.678,20.731,21.042,21.111
0.3941,0.27079,0.27718,0.20935,0.21836,0.23647,3.5238,4.7306,4.0516,4.4851,4.8184,4.7432,10.49,9.7972,8.9528,8.9818,9.2857,9.4036,21.002,20.645,20.773,20.874,21.276,21.339
0.38823,0.26164,0.27044,0.20425,0.21484,0.23298,3.5578,4.7611,4.1857,4.5952,4.8585,4.7567,10.552,9.8858,8.9267,9.0002,9.3233,9.432,21.169,20.814,20.928,21.03,21.404,21.505
0.382,0.2496,0.26635,0.19788,0.20661,0.2188,3.5518,4.7509,4.1962,4.6263,4.8931,4.7522,10.652,9.9526,9.0909,9.1202,9.4271,9.5279,21.327,20.968,21.05,21.172,21.57,21.628
0.38001,0.24723,0.26091,0.19839,0.20734,0.22356,3.5858,4.797,4.225,4.6568,4.9226,4.7841,10.745,10.037,9.086,9.1382,9.447,9.5544,21.428,21.084,21.195,21.292,21.683,21.779
0.37161,0.23787,0.25042,0.1937,0.20384,0.22131,3.597,4.8055,4.2389,4.6643,4.9398,4.7888,10.739,10.048,9.178,9.2147,9.5148,9.6182,21.531,21.202,21.242,21.397,21.785,21.894
0.3653,0.23249,0.24683,0.18925,0.20608,0.21829,3.6179,4.8343,4.2609,4.6965,4.9693,4.7995,10.844,10.126,9.251,9.2656,9.5463,9.6376,21.644,21.337,21.385,21.434,21.865,21.963
0.35896,0.22985,0.2486,0.18839,0.20332,0.21625,3.6318,4.8493,4.2726,4.7037,4.9661,4.7893,10.867,10.167,9.2934,9.2803,9.6221,9.6797,21.747,21.441,21.49,21.604,21.942,22.061
0.34488,0.21902,0.23475,0.18456,0.1952,0.21056,3.6018,4.7857,4.2018,4.648,4.9305,4.7324,10.862,10.089,9.2542,9.3391,9.614,9.6559,21.75,21.489,21.488,21.637,22.008,21.905
0.31758,0.20117,0.2234,0.17502,0.19159,0.2071,3.6392,4.8541,4.2835,4.7271,4.9829,4.7559,10.92,10.218,9.3243,9.3616,9.6769,9.7414,21.874,21.511,21.618,21.705,22.096,22.175
0.32742,0.21536,0.23402,0.17933,0.1813,0.18474,3.5714,4.8125,4.2681,4.7079,4.9652,4.7342,10.942,10.238,9.3404,9.4058,9.7076,9.743,21.9,21.602,21.679,21.8,22.149,22.249
0.31723,0.20732,0.22946,0.17791,0.1935,0.20658,3.6674,4.894,4.3168,4.7358,4.9437,4.671,10.893,10.224,9.3117,9.3893,9.6777,9.7277,21.799,21.534,21.649,21.807,22.164,22.232
0.31157,0.209,0.23004,0.17694,0.18877,0.20389,3.6708,4.9028,4.3281,4.7564,5.014,4.7641,11.002,10.313,9.3717,9.4602,9.7455,9.7961,22.008,21.684,21.789,21.9,22.227,22.357
0.30811,0.20345,0.21946,0.17128,0.18598,0.19734,3.6685,4.8864,4.3175,4.7466,5.0034,4.7447,10.991,10.289,9.3884,9.467,9.7822,9.8507,22.037,21.723,21.761,21.913,22.241,22.364
0.30288,0.19828,0.22109,0.16883,0.18203,0.19462,3.6564,4.8887,4.331,4.7567,4.9757,4.7425,11.027,10.314,9.385,9.4743,9.7651,9.8858,22.036,21.736,21.8,21.924,22.293,22.377
0.29771,0.19581,0.22111,0.17286,0.17839,0.19233,3.6775,4.8789,4.3102,4.7565,5.0195,4.7671,11.038,10.342,9.4302,9.4957,9.7688,9.9029,22.054,21.791,21.837,21.937,22.248,22.384
0.29205,0.18971,0.20642,0.16158,0.17697,0.19077,3.6714,4.9147,4.2911,4.7475,4.9467,4.7127,10.98,10.313,9.3886,9.4561,9.7312,9.8622,22.048,21.758,21.848,21.947,22.331,22.441
0.2875,0.18628,0.2039,0.1555,0.1721,0.18558,3.6749,4.9078,4.3342,4.7448,5.0129,4.7507,11.038,10.308,9.3964,9.4895,9.7512,9.8835,22.03,21.764,21.847,22.004,22.335,22.432
0.28214,0.17985,0.19441,0.14955,0.16752,0.1782,3.6469,4.88,4.3166,4.7423,5.0001,4.7083,11.002,10.27,9.3462,9.4976,9.6722,9.8301,22.039,21.713,21.797,21.894,22.246,22.336
0.27548,0.17187,0.1873,0.13696,0.15798,0.17153,3.6445,4.8778,4.3332,4.7422,5.0021,4.728,11.011,10.326,9.3927,9.4841,9.6573,9.8053,22.018,21.745,21.834,21.931,22.3,22.424
0.27561,0.17305,0.19476,0.15302,0.16264,0.16982,3.6518,4.8967,4.3226,4.7497,5.0082,4.734,11.036,10.33,9.3946,9.4995,9.689,9.8523,22.083,21.814,21.784,21.877,22.309,22.427
0.27445,0.17438,0.19661,0.15326,0.16734,0.17837,3.6731,4.9158,4.3398,4.7761,5.0279,4.7512,11.081,10.351,9.4084,9.5422,9.733,9.9048,22.151,21.876,21.965,22.058,22.4,22.489
0.27306,0.17163,0.19437,0.15524,0.17227,0.17942,3.6939,4.9342,4.3577,4.7874,5.0445,4.7663,11.054,10.356,9.3765,9.4857,9.6662,9.8427,22.094,21.778,21.898,22.012,22.382,22.446
0.26161,0.1565,0.17864,0.13904,0.15843,0.16714,3.6524,4.8918,4.3134,4.7361,4.9814,4.7124,11.004,10.306,9.3625,9.4616,9.666,9.8401,22.089,21.797,21.905,21.975,22.364,22.371
0.26199,0.15722,0.1814,0.14166,0.1571,0.1658,3.651,4.8887,4.3229,4.7468,5.0046,4.7199,11.061,10.356,9.3847,9.5106,9.6697,9.8366,22.133,21.831,21.908,21.99,22.37,22.424
0.25271,0.14731,0.17277,0.13359,0.15272,0.16317,3.6579,4.888,4.3182,4.7432,5.0044,4.7108,11.038,10.333,9.3048,9.4745,9.6102,9.7851,22.07,21.772,21.811,21.885,22.263,22.389
0.25082,0.14793,0.17146,0.13377,0.15178,0.151,3.6287,4.8768,4.3032,4.7332,4.9853,4.6991,11.032,10.337,9.3533,9.4862,9.6064,9.7903,22.107,21.794,21.878,21.951,22.303,22.41
0.24729,0.14495,0.16857,0.13153,0.14845,0.1588,3.6546,4.8809,4.281,4.7154,4.9683,4.6858,11.031,10.339,9.3497,9.4774,9.5914,9.7791,22.106,21.754,21.884,21.978,22.368,22.451
0.24664,0.14207,0.16592,0.13023,0.149,0.15848,3.6615,4.8613,4.3178,4.7389,4.9933,4.7037,11.057,10.342,9.2935,9.4671,9.5656,9.7707,22.091,21.809,21.744,21.797,22.284,22.393
0.2447,0.14163,0.16685,0.13551,0.15289,0.16074,3.6773,4.9112,4.3483,4.7705,5.017,4.7219,11.103,10.325,9.3907,9.5434,9.6262,9.8524,22.175,21.917,21.973,22.111,22.478,22.581
0.24444,0.13944,0.16798,0.12773,0.14443,0.15384,3.6575,4.8015,4.294,4.7357,5.0038,4.7099,11.093,10.364,9.3799,9.5434,9.5988,9.8361,22.221,21.913,21.981,22.051,22.442,22.527
0.24003,0.13945,0.16685,0.13251,0.14764,0.15747,3.6678,4.9008,4.3392,4.7568,5.0074,4.7269,11.085,10.39,9.359,9.541,9.5842,9.8202,22.173,21.9,21.973,22.122,22.494,22.57
0.24125,0.14141,0.16525,0.12974,0.14542,0.14838,3.6484,4.8857,4.3261,4.7579,4.9697,4.7037,11.092,10.41,9.375,9.5399,9.5689,9.8346,22.207,21.918,21.947,22.076,22.449,22.571
0.23173,0.13162,0.15883,0.12523,0.14367,0.15177,3.6535,4.8929,4.3327,4.667,4.9527,4.6804,11.049,10.328,9.2765,9.3867,9.4474,9.6874,22.084,21.826,21.913,22.035,22.446,22.552
0.23574,0.12936,0.15368,0.12271,0.14207,0.15005,3.6668,4.8833,4.3359,4.7556,4.9975,4.7027,11.092,10.395,9.3581,9.545,9.552,9.8278,22.218,21.919,22.001,22.11,22.536,22.628
