333.75,328.95,339.06,352.26,345.23,338.78,352.78,337.72,341.31,335.49,344.85,338.96,346.8,340.94,335.52,346.47,340.26,342.85,349.66,344.94,340.04,344.23,338.4,337.35
333.39,328.75,338.84,351.95,344.95,338.67,352.42,337.17,340.81,335.27,344.69,338.75,346.63,340.68,335.43,346.29,339.92,342.55,348.89,344.67,339.88,344.43,338.66,337.58
333.06,328.52,338.57,351.48,344.54,338.34,352.02,336.91,340.65,335.08,344.66,338.6,346.32,340.49,335.42,346.25,339.75,342.35,348.84,344.53,339.87,344.05,338.15,337.05
431.73,486.24,521.62,525.55,446.83,393.69,396.4,408.88,447.09,450.51,463.76,429.8,396.92,399.2,395.66,408.22,387.56,376.01,348.44,344.09,339.55,343.71,337.89,336.94
557.54,598.14,637.89,661.73,567.19,497.46,458.11,458.17,480.21,474.95,494.14,470.19,414.83,409.55,404.77,418.94,404.77,398.79,348.47,344.04,339.6,343.81,338,336.82
607.02,637.76,677.38,709.38,630.29,558.77,483.54,472.99,489.14,482.23,502.73,482.14,419.28,412.67,406.46,422.29,409.55,407,348.47,344.2,339.54,343.78,337.77,337.28
634.62,659.77,701.05,736.87,668.24,595.27,495.46,479.92,493.72,486.12,507.64,488.31,421.88,414.26,407.33,422.93,411.46,410.77,348.64,344.26,339.72,343.91,337.99,337.06
653.26,675.07,716.56,755.53,691.88,619.74,502.99,484.21,496.98,488.61,510.32,492.01,423.1,415.13,407.93,423.88,412.67,412.55,348.44,344.26,339.79,343.84,338.09,337.23
664.88,684.81,726.87,767.68,707.96,636.98,507.68,486.95,498.82,490.23,512.24,494.57,424,415.89,408.9,424.66,413.94,415.04,348.89,344.54,339.79,343.92,338.12,336.99
674.08,692.25,733.99,776.84,719.08,649.99,511.08,489.58,500.45,491.27,513.85,496.66,424.87,416.22,409.05,425.07,414.36,415.17,348.28,344.22,339.76,343.94,338.04,336.8
682.52,699.89,741.22,785.48,729.07,660.87,513.89,491.19,501.7,494.11,516.96,498.62,425.65,416.92,409.44,425.39,414.78,416.27,348.77,344.31,339.79,343.91,337.93,336.95
687.3,703.43,746.09,790.61,735.51,668.14,515.62,492.21,502.43,493.6,516.22,499.23,425.56,416.76,409.39,425.58,415.65,416.62,348.13,343.69,339.38,343.59,337.68,336.69
692.21,707.59,750.23,795.42,741.59,675.54,517.29,493.31,503.2,494.07,516.7,500.21,425.89,417.05,409.47,425.75,415.43,416.71,348.07,343.97,339.6,343.63,338.18,336.75
697.73,712.51,754.89,801.7,747.87,681.74,518.67,494.44,504.07,494.45,517.61,500.95,426.02,417.19,409.64,426.01,415.69,417.04,347.96,344.12,339.59,343.83,337.88,336.79
701.87,716.59,759.85,806.35,752.74,687.28,520.26,495.37,505.06,495.01,518.44,502.13,426.73,417.88,410.28,426.57,416.32,417.81,348.11,344.19,339.92,344.08,338.16,337.1
704.93,718.02,762.1,808.93,756.13,691.58,521.36,496.18,505.39,495.59,518.69,502.55,426.78,417.8,410.21,426.4,416.35,417.85,347.92,344.21,340.28,344.04,337.98,336.93
707.96,720.78,763.66,811.72,759.37,695.53,522.03,496.44,505.51,495.87,519.06,502.91,426.86,417.78,410.16,426.33,416.19,417.93,347.89,343.99,339.61,343.79,337.96,336.77
711.91,723.86,767.77,815.3,763.84,699.54,522.96,497.59,506.27,496.34,519.58,503.53,427.26,418.2,410.63,426.8,416.78,418.43,347.95,344.07,339.98,344.14,338.1,336.91
711.92,725.57,767.96,816.79,765.66,702.09,523.75,497.72,506.66,496.66,520.21,503.99,427.22,418.37,410.94,427.08,416.78,418.65,347.84,344.12,339.87,343.93,337.93,336.76
715.04,726.76,769.73,818.63,767.72,704.2,523.87,497.64,506.46,496.42,520.03,504.11,427.34,418.32,410.94,426.85,416.88,418.59,347.83,344.08,340.02,344.24,338.25,336.96
716.82,728.6,771.68,822.67,771.66,708.14,525.14,498.79,507.45,497.3,520.96,505.14,427.78,418.75,411,427.27,417.2,418.87,347.9,344.02,339.88,344.03,338.18,337.19
719.36,730.5,773.38,823.81,775.82,713.91,527.3,501.13,509.17,498.67,522.51,506.05,428.39,418.95,411.23,427.5,417.07,419.02,348.07,344.1,339.83,344.04,338.41,337
718.56,729.29,772.81,821.96,772.43,710.23,524.61,498.13,506.8,497.96,521.17,505.23,427.53,418.35,410.56,426.94,416.79,418.68,347.6,343.82,339.45,343.6,337.76,336.64
721.24,731.02,774.63,824.36,777.59,713.46,525.56,498.97,507.29,497.35,521.01,505.2,427.4,418.23,410.71,426.84,416.84,418.64,347.43,343.81,339.6,343.72,338.05,336.92
722.09,731.51,774.84,824.22,775.56,715.45,525.95,499.3,507.71,497.75,521.12,507.43,429.78,420.1,411.98,428.07,417.56,419.4,347.56,344,339.67,343.82,337.88,336.67
724.32,734.19,777.26,826.74,777.6,716.34,525.59,499.09,507.43,497.33,521.43,505.41,427.65,418.28,410.6,426.88,418.9,421.31,348.58,344.54,340.15,344.05,337.94,336.67
726.32,736.23,779.35,828.9,780.14,718.39,526.28,499.95,510.38,499.46,522.58,507.03,428.09,418.66,411.22,427.27,417.28,419.04,347.42,343.85,339.54,343.69,337.9,336.58
727.61,737.23,781.12,831.28,782.16,720.86,527.01,499.92,508.12,497.86,521.99,506.01,427.98,418.73,411.36,427.34,417.4,419.45,347.61,343.84,339.81,344,337.95,336.72
728.74,738.52,784.83,834.61,786.6,726.31,529.44,502.8,510.31,499.38,522.54,506.98,428.2,419.05,411.64,427.69,417.65,419.44,347.46,343.9,339.69,343.76,337.76,336.54
728.95,737.71,781.18,831.84,783.76,723.15,527.17,500.13,508.13,498.46,522.15,506.48,427.95,418.83,411.34,427.28,417.32,419.32,347.27,343.97,339.56,343.87,337.8,336.61
729.85,738.73,782.13,832.42,784.53,724.09,527.37,499.99,508.43,498.62,523.58,507.95,428.8,419.09,411.59,427.59,417.39,419.4,347.45,343.67,339.51,343.6,337.69,336.77
730.66,739.28,785.31,839.17,788.5,727.13,528.43,500.79,508.72,498.33,521.93,506.63,427.97,418.66,411.33,427.18,417.27,419.14,347.29,343.5,339.37,343.66,337.68,336.5
732.1,739.68,783.12,833.72,786.72,726.5,527.74,501.22,509.39,498.65,522.49,507.19,428.15,418.62,411.24,427.55,417.51,419.54,347.41,343.99,339.61,343.74,337.87,336.65
732.69,741.51,784.49,836.16,788.01,728.25,528.23,500.87,509.02,498.65,522.92,508.09,428.5,419.05,411.82,427.85,417.73,419.71,347.34,343.58,339.43,343.63,337.67,336.35
733.05,741.52,785.46,836.59,788.6,728.5,528.29,500.62,510.41,499.25,522.75,507.26,428.16,418.7,411.81,427.56,417.63,419.6,347.35,343.6,339.5,343.79,337.76,336.42
733.95,742.68,786.48,837.85,790.16,729.69,528.47,501.02,509.24,498.83,522.71,507.34,428.15,418.89,411.64,427.21,417.24,419.36,347.11,343.57,339.44,343.66,337.63,336.38
734.02,742.93,786.81,838.37,791.02,730.99,528.87,500.99,509.48,498.73,522.84,507.51,428.5,419.31,412.27,427.9,417.75,419.84,347.21,343.61,339.37,343.66,337.64,336.4
734.78,742.85,786.31,837.56,790.16,730.7,528.5,500.96,508.72,498.26,522.62,507.24,427.9,418.65,411.34,427.18,417.33,419.19,346.74,343.19,339.13,343.41,337.5,336.2
735.55,743.4,786.79,838.4,791.07,731.3,528.07,500.72,508.59,498.04,522.39,506.91,427.63,418.14,411.07,426.81,417.11,419.18,346.59,343.07,339.04,343.25,337.22,335.93
736.2,744.18,787.52,840.15,792.19,732.77,529.09,501.07,508.91,498.58,522.21,507.12,427.6,418.3,411.14,426.9,417.04,418.8,346.48,342.98,338.79,344.01,337.34,336.02
735.71,743.4,787.3,839.11,791.58,732.24,528.04,500.49,508.32,497.91,521.98,506.47,428.05,419.66,412.69,428.35,417.81,419.4,346.56,343.02,338.74,342.83,336.82,335.53
735.09,743.25,788.26,840.33,791.98,732.94,528.18,500.47,508.17,497.54,521.68,506.46,426.93,417.63,410.59,426.4,416.43,418.5,346.03,342.67,338.49,342.87,336.71,335.44
736.56,744.57,787.96,840.25,792.98,733.68,528.08,500.3,508.25,499.08,522.9,507.24,427.4,418,410.95,426.68,416.57,418.71,346.09,343.06,339.14,343.06,337.18,335.66
736.86,744.25,787.9,839.79,792.58,733.63,527.57,500.09,507.8,497.56,521.4,506.4,426.81,417.46,410.49,426.1,416.27,418.2,345.84,342.26,338.39,342.4,336.43,335.36
736.96,744.5,788.08,840.23,793.27,734.08,527.47,499.88,507.76,497.38,521.43,506.95,426.75,417.57,410.72,426,416.09,417.94,345.51,342.15,338.1,342.32,336.3,335.37
736.67,743.58,788.76,840.3,793.2,734.19,527.41,499.97,507.8,497.36,521.39,506.03,426.47,417.25,411.03,426.77,416.32,418.25,345.7,342.17,338.06,342.23,336.38,334.95
736.53,743.98,787.27,839.16,792.94,733.75,527.41,499.88,507.66,497.75,522.61,507.61,427.7,418.3,411.24,426.39,416.3,418.03,345.58,341.96,337.98,342.03,336.02,334.73
736.87,744.78,787.87,839.88,792.89,734.54,527.08,499.63,507.25,496.73,521.05,505.66,426.02,416.89,410.4,425.36,415.45,417.6,344.99,341.64,337.73,341.73,335.91,334.62
736.1,744,787.15,840.63,793.81,734.87,526.92,499.31,506.98,496.46,520.57,505.32,425.79,416.59,410.83,425.54,415.38,417.45,345.09,341.68,337.63,341.68,335.68,334.36
