767.24,777.02,809.94,859.6,826.31,786.92,850.58,801.95,819.72,793.97,842.46,820.87,851.71,819.43,791.74,838.7,811.92,820.61,850.28,837.02,819.54,833.14,814.23,787.84
631.35,648.63,668.76,715.69,672.59,629,682.02,658.25,679.29,667.17,714.86,680.43,700.87,685.21,664.79,691.33,662.86,635.67,605.19,678.99,675.61,694.94,671.87,646.05
437.64,439.29,448.97,476.24,459.48,445.99,473.39,450.05,455.64,447.08,471.63,459.97,471.4,458.74,446.77,463.94,453.28,453.16,455.19,461.59,454.35,465.37,455.03,447.88
363.1,362.87,369.08,387.28,377.66,370.45,388.46,370.61,374.41,368.23,384.06,377.26,385.36,376.63,368.4,380.54,373.13,376.04,381.86,378.73,373.23,380.46,373.76,370.57
334.07,329.72,339.56,352.85,346.19,339.58,353.85,338.47,341.52,336.33,346.04,340.69,348.15,342.03,336.54,347.22,341.11,344.04,350.42,346.15,341.56,345.82,339.93,339.28
